Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Engagement,Performance,Cluster
30,0,Travel_Rarely,1288,Sales,29,Master,Technical Degree,1,Male,33,0,Mid Level,Sales Executive,1,Married,9250,17799,3,No,12,0,Medium,1,9,3,1,4,2,1,3,3,15,2
35,1,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,3,Female,69,0,Entry Level,Laboratory Technician,3,Divorced,2074,26619,1,Yes,12,0,Very High,1,1,2,1,1,0,0,0,7,14,2
53,1,Travel_Rarely,607,Research & Development,2,Doctor,Technical Degree,1,Female,78,1,Mid Level,Manufacturing Director,0,Married,10169,14618,0,No,16,0,Medium,1,34,4,1,33,7,1,9,3,20,0
38,1,Travel_Rarely,903,Research & Development,2,Bachelor,Medical,1,Male,81,0,Junior Level,Manufacturing Director,1,Married,4855,7653,4,No,11,0,Low,2,7,2,1,5,2,1,4,3,13,1
32,0,Non-Travel,1200,Research & Development,1,Master,Technical Degree,2,Male,62,0,Junior Level,Research Scientist,3,Married,4087,25174,4,No,14,0,Medium,1,9,3,2,6,5,1,2,7,17,2
48,0,Travel_Rarely,1108,Research & Development,15,Master,Other,1,Female,65,0,Entry Level,Research Scientist,3,Married,2367,16530,8,No,12,0,Very High,1,10,3,2,8,2,7,6,6,15,2
34,0,Travel_Rarely,479,Research & Development,7,Master,Medical,3,Male,35,0,Entry Level,Research Scientist,0,Single,2972,22061,1,No,13,0,High,0,1,4,0,1,0,0,0,3,17,2
55,0,Travel_Rarely,685,Sales,26,Doctor,Marketing,1,Male,60,1,Executive Level,Manager,0,Married,19586,23037,1,No,21,1,High,1,36,3,1,36,6,2,13,3,25,0
34,0,Travel_Rarely,1351,Research & Development,1,Master,Life Sciences,0,Male,45,0,Junior Level,Research Scientist,0,Married,5484,13008,9,No,17,0,Medium,1,9,3,2,2,2,2,1,2,20,1
26,0,Travel_Rarely,474,Research & Development,3,Bachelor,Life Sciences,3,Female,89,0,Entry Level,Research Scientist,0,Married,2061,11133,1,No,21,1,Low,0,1,5,1,1,0,0,0,4,27,1
38,0,Travel_Rarely,1245,Sales,14,Bachelor,Life Sciences,1,Male,80,0,Junior Level,Sales Executive,1,Married,9924,12355,0,No,11,0,Very High,1,10,3,1,9,8,7,7,3,14,0
38,0,Travel_Rarely,437,Sales,16,Bachelor,Life Sciences,0,Female,90,0,Junior Level,Sales Executive,1,Single,4198,16379,2,No,12,0,Medium,0,8,5,3,3,2,1,2,4,17,2
36,0,Travel_Rarely,884,Sales,1,Master,Life Sciences,0,Female,73,0,Junior Level,Sales Executive,2,Single,6815,21447,6,No,13,0,Low,0,15,5,1,1,0,0,0,3,18,2
29,0,Travel_Rarely,1370,Research & Development,3,Below College,Medical,0,Male,87,0,Entry Level,Laboratory Technician,3,Single,4723,16213,1,Yes,18,0,Very High,0,10,3,1,10,9,1,5,4,21,2
35,0,Travel_Rarely,670,Research & Development,10,Master,Medical,3,Female,51,0,Junior Level,Healthcare Representative,2,Single,6142,4223,3,Yes,16,0,High,0,10,4,1,5,2,0,4,6,20,1
39,0,Travel_Rarely,1462,Sales,6,Bachelor,Medical,2,Male,38,2,Mid Level,Sales Executive,2,Married,8237,4658,2,No,11,0,Low,1,11,3,1,7,6,7,6,7,14,1
29,0,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,3,Male,87,0,Junior Level,Healthcare Representative,0,Divorced,8853,24483,1,No,19,0,Very High,1,6,0,3,6,4,1,3,6,19,2
50,0,Travel_Rarely,264,Sales,9,Bachelor,Marketing,1,Male,59,0,Executive Level,Manager,2,Married,19331,19519,4,Yes,16,0,High,1,27,2,1,1,0,0,0,4,18,0
23,0,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,2,Male,45,2,Entry Level,Research Scientist,2,Married,2073,12826,2,No,16,0,Very High,1,4,2,1,2,2,2,2,7,18,1
36,0,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,3,Male,80,2,Junior Level,Laboratory Technician,3,Married,5562,19711,3,Yes,13,0,Very High,1,9,3,1,3,2,0,2,9,16,2
42,0,Travel_Rarely,1059,Research & Development,9,College,Other,2,Male,93,1,Executive Level,Manager,0,Single,19613,26362,8,No,22,1,Very High,0,24,2,1,1,0,0,1,4,25,0
35,0,Travel_Rarely,750,Research & Development,28,Bachelor,Life Sciences,0,Male,46,2,Junior Level,Laboratory Technician,2,Married,3407,25348,1,No,17,0,Very High,2,10,3,2,10,9,6,8,6,20,2
34,0,Travel_Frequently,653,Research & Development,10,Master,Technical Degree,2,Male,92,1,Junior Level,Healthcare Representative,2,Married,5063,15332,1,No,14,0,Medium,1,8,3,2,8,2,7,7,7,17,2
40,0,Travel_Rarely,118,Sales,14,College,Life Sciences,2,Female,84,0,Junior Level,Sales Executive,3,Married,4639,11262,1,No,15,0,High,1,5,2,1,5,4,1,2,6,17,1
43,0,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,2,Male,87,2,Entry Level,Laboratory Technician,1,Divorced,4876,5855,5,No,12,0,High,1,8,0,1,6,4,0,2,6,12,1
35,0,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,1,Male,63,1,Entry Level,Laboratory Technician,0,Married,2690,7713,1,No,18,0,Very High,1,1,5,2,1,0,0,1,4,23,1
46,0,Travel_Rarely,563,Sales,1,Master,Life Sciences,2,Male,56,2,Senior Level,Manager,3,Single,17567,3156,1,No,15,0,Medium,0,27,5,0,26,0,0,12,7,20,0
28,1,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,1,Male,51,0,Entry Level,Laboratory Technician,1,Married,2408,7324,1,Yes,17,0,High,3,1,3,1,1,1,0,0,3,20,1
22,0,Non-Travel,457,Research & Development,26,College,Other,0,Female,85,1,Entry Level,Research Scientist,2,Married,2814,10293,1,Yes,14,0,Medium,0,4,2,2,4,2,1,3,5,16,1
50,0,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,0,Male,41,0,Senior Level,Healthcare Representative,2,Married,11245,20689,2,Yes,15,0,High,1,32,3,1,30,8,12,13,3,18,2
32,0,Travel_Rarely,634,Research & Development,5,Master,Other,0,Female,35,2,Entry Level,Research Scientist,0,Married,3312,18783,3,No,17,0,Very High,2,6,3,1,3,2,0,2,3,20,2
44,0,Travel_Rarely,1313,Research & Development,7,Bachelor,Medical,0,Female,31,0,Executive Level,Research Director,0,Divorced,19049,3549,0,Yes,14,0,Very High,1,23,4,2,22,7,1,10,2,18,0
30,0,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,0,Male,48,1,Entry Level,Research Scientist,1,Married,2141,5348,1,No,12,0,Medium,1,6,3,2,6,4,1,1,4,15,1
45,0,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,1,Female,50,3,Junior Level,Laboratory Technician,3,Single,5769,23447,1,Yes,14,0,Low,0,10,3,1,10,7,1,4,8,17,2
45,0,Non-Travel,336,Sales,26,Bachelor,Marketing,3,Male,52,1,Junior Level,Sales Executive,3,Married,4385,24162,1,No,15,0,Low,1,10,2,1,10,7,4,5,8,17,2
31,0,Travel_Frequently,715,Sales,2,Master,Other,2,Male,54,0,Junior Level,Sales Executive,3,Single,5332,21602,7,No,13,0,Very High,0,10,3,1,5,2,0,3,6,16,2
36,0,Travel_Rarely,559,Research & Development,12,Master,Life Sciences,1,Female,76,0,Junior Level,Manufacturing Director,2,Married,4663,12421,9,Yes,12,0,Medium,2,7,2,1,3,2,1,1,4,14,1
34,0,Travel_Frequently,426,Research & Development,10,Master,Life Sciences,1,Male,42,2,Junior Level,Manufacturing Director,0,Divorced,4724,17000,1,No,13,0,Low,1,9,3,1,9,7,7,2,4,16,2
49,0,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,1,Female,84,0,Entry Level,Laboratory Technician,3,Married,3211,22102,1,No,14,0,Very High,1,10,3,2,9,6,1,4,6,17,2
39,0,Travel_Rarely,1387,Research & Development,10,Doctor,Medical,0,Male,76,0,Junior Level,Manufacturing Director,3,Married,5377,3835,2,No,13,0,Very High,3,10,3,1,7,7,7,7,4,16,1
27,0,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,2,Male,67,1,Entry Level,Laboratory Technician,3,Divorced,4066,16290,1,No,11,0,Low,2,7,3,1,7,7,0,7,7,14,2
35,0,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,0,Male,48,2,Junior Level,Research Scientist,3,Married,5208,26312,1,No,11,0,Very High,0,16,2,1,16,15,1,10,6,13,2
28,0,Travel_Rarely,580,Research & Development,27,Bachelor,Medical,0,Female,39,3,Junior Level,Manufacturing Director,3,Divorced,4877,20460,0,No,21,1,Medium,1,6,5,2,5,3,0,0,8,27,2
21,0,Travel_Rarely,546,Research & Development,5,Below College,Medical,1,Male,97,0,Entry Level,Research Scientist,0,Single,3117,26009,1,No,18,0,High,0,3,2,1,2,2,2,2,2,20,2
18,1,Travel_Frequently,544,Sales,3,College,Medical,0,Female,70,0,Entry Level,Sales Representative,0,Single,1569,18420,1,Yes,12,0,High,0,0,2,3,0,0,0,0,3,14,2
47,0,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,2,Female,98,0,Executive Level,Manager,2,Married,19658,5220,3,No,11,0,High,1,27,2,1,5,2,1,0,5,13,0
39,0,Travel_Rarely,170,Research & Development,3,College,Medical,1,Male,76,1,Junior Level,Laboratory Technician,2,Divorced,3069,10302,0,No,15,0,Very High,1,11,3,1,10,8,0,7,5,18,1
40,0,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,3,Female,80,1,Mid Level,Manufacturing Director,2,Married,10435,25800,1,No,13,0,Very High,2,18,2,1,18,15,14,12,7,15,2
35,0,Non-Travel,208,Research & Development,8,Master,Life Sciences,1,Female,52,0,Junior Level,Healthcare Representative,2,Married,4148,12250,1,No,12,0,Very High,1,15,5,1,14,11,2,9,4,17,1
37,0,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,1,Male,85,0,Junior Level,Manufacturing Director,2,Married,5768,26493,3,No,17,0,Low,3,9,2,2,4,3,0,2,5,19,2
39,0,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,3,Female,81,0,Junior Level,Manufacturing Director,2,Single,5042,3140,0,No,13,0,Very High,0,10,2,0,9,2,3,8,5,15,1
45,0,Travel_Rarely,1329,Research & Development,2,College,Other,2,Female,59,1,Junior Level,Manufacturing Director,0,Divorced,5770,5388,1,No,19,0,Low,2,10,3,1,10,7,3,9,4,22,1
38,0,Travel_Rarely,397,Research & Development,2,College,Medical,2,Female,54,1,Mid Level,Manufacturing Director,2,Married,7756,14199,3,Yes,19,0,Very High,1,10,6,3,5,4,0,2,8,25,1
35,1,Travel_Rarely,737,Sales,10,Bachelor,Medical,2,Male,55,1,Mid Level,Sales Executive,3,Married,10306,21530,9,No,17,0,High,0,15,3,1,13,12,6,0,7,20,2
37,0,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,0,Female,71,0,Entry Level,Research Scientist,1,Married,3936,9953,1,No,11,0,Low,1,8,2,0,8,4,7,7,1,13,1
40,0,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,1,Female,84,0,Mid Level,Manufacturing Director,0,Single,7945,19948,6,Yes,15,0,Very High,0,18,2,2,4,2,3,3,3,17,2
44,0,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,3,Male,37,0,Junior Level,Human Resources,0,Married,5743,10503,4,Yes,11,0,High,0,14,3,1,10,7,0,2,4,14,1
48,0,Travel_Frequently,365,Research & Development,4,Doctor,Medical,1,Male,89,1,Senior Level,Manager,0,Married,15202,5602,2,No,25,1,Medium,1,23,3,1,2,2,2,2,3,29,0
35,1,Travel_Rarely,763,Sales,15,College,Medical,3,Male,59,3,Junior Level,Sales Executive,0,Divorced,5440,22098,6,Yes,14,0,Very High,2,7,2,2,2,2,2,2,8,16,2
24,0,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,3,Female,32,0,Entry Level,Research Scientist,0,Single,3760,17218,1,Yes,13,0,High,0,6,2,1,6,3,1,3,4,15,2
27,0,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,0,Female,86,2,Entry Level,Research Scientist,2,Married,3517,22490,7,No,17,0,Low,0,5,0,1,3,2,0,2,5,17,2
27,0,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,2,Male,87,0,Entry Level,Research Scientist,0,Single,2580,6297,2,No,13,0,High,0,6,0,2,4,2,1,2,4,13,1
40,1,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,3,Male,73,0,Entry Level,Laboratory Technician,3,Single,2166,3339,3,Yes,14,0,Medium,0,10,3,0,4,2,0,3,6,17,1
29,0,Travel_Rarely,469,Sales,10,Bachelor,Medical,1,Male,42,1,Junior Level,Sales Executive,2,Single,5869,23413,9,No,11,0,High,0,8,2,1,5,2,1,4,5,13,2
36,0,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,0,Female,42,0,Mid Level,Healthcare Representative,3,Married,8008,22792,4,No,12,0,High,2,9,6,1,3,2,0,2,4,18,2
25,0,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,2,Male,77,2,Junior Level,Manufacturing Director,2,Divorced,5206,4973,1,No,17,0,High,2,7,6,1,7,7,0,7,7,23,1
39,0,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,2,Male,66,0,Junior Level,Manufacturing Director,1,Married,5295,7693,4,No,21,1,High,0,7,3,1,5,4,1,0,4,25,1
49,0,Travel_Rarely,301,Research & Development,22,Master,Other,3,Female,72,0,Senior Level,Research Director,1,Married,16413,3498,3,No,16,0,Medium,2,27,2,1,4,2,1,2,5,18,0
50,0,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,2,Female,50,1,Mid Level,Research Director,3,Divorced,13269,21981,5,No,15,0,High,3,19,3,1,14,11,1,11,7,18,2
20,0,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1,Female,31,0,Entry Level,Sales Representative,2,Single,2783,13251,1,No,19,0,Low,0,2,3,1,2,2,2,2,4,22,1
34,0,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,2,Female,66,0,Junior Level,Research Scientist,1,Divorced,5433,19332,1,No,12,0,High,1,11,2,1,11,8,7,9,4,14,2
36,0,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,3,Male,77,0,Entry Level,Laboratory Technician,1,Single,2013,10950,2,No,11,0,High,0,15,4,1,4,3,1,3,5,15,1
49,0,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,1,Female,41,1,Senior Level,Healthcare Representative,2,Married,13966,11652,2,Yes,19,0,Medium,1,30,3,1,15,11,2,12,5,22,0
36,0,Non-Travel,894,Research & Development,1,Master,Medical,2,Female,33,1,Junior Level,Manufacturing Director,2,Married,4374,15411,0,No,15,0,High,0,4,6,1,3,2,1,2,6,21,2
36,0,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,2,Male,79,2,Junior Level,Healthcare Representative,3,Divorced,6842,26308,6,No,20,1,Low,1,13,3,1,5,4,0,4,8,24,2
54,0,Travel_Rarely,584,Research & Development,22,Doctor,Medical,0,Female,91,0,Senior Level,Manager,2,Married,17426,18685,3,No,25,1,High,1,36,6,1,10,8,4,7,3,32,0
43,0,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1,Male,65,1,Senior Level,Research Director,2,Married,17603,3525,1,No,24,1,Low,1,14,3,1,14,10,6,11,5,28,0
35,1,Travel_Frequently,880,Sales,12,Master,Other,2,Male,36,0,Junior Level,Sales Executive,0,Single,4581,10414,3,Yes,24,1,Low,0,13,2,3,11,9,6,7,5,27,1
38,0,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,2,Male,90,0,Junior Level,Research Scientist,0,Married,4735,9867,7,No,15,0,Very High,2,19,4,3,13,11,2,9,5,19,1
29,0,Travel_Rarely,991,Sales,5,Bachelor,Medical,3,Male,43,1,Junior Level,Sales Executive,1,Divorced,4187,3356,1,Yes,13,0,Medium,1,10,3,2,10,0,0,9,7,16,1
33,0,Travel_Rarely,392,Sales,2,Master,Medical,2,Male,93,0,Junior Level,Sales Executive,0,Divorced,5505,3921,1,No,14,0,High,2,6,5,1,6,2,0,4,3,19,1
32,0,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,2,Male,45,0,Junior Level,Research Scientist,1,Divorced,5470,25518,0,No,13,0,High,2,10,4,2,9,5,1,6,5,17,2
31,0,Travel_Rarely,1112,Sales,5,Master,Life Sciences,3,Female,67,0,Junior Level,Sales Executive,0,Married,5476,22589,1,No,11,0,Low,2,10,2,1,10,0,0,2,4,13,2
49,0,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,2,Female,74,0,Entry Level,Laboratory Technician,3,Divorced,2587,24941,4,Yes,16,0,Medium,1,17,2,2,2,2,2,2,7,18,2
38,0,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,2,Female,42,1,Entry Level,Laboratory Technician,1,Single,2440,23826,1,No,22,1,Medium,0,4,3,1,4,3,3,3,5,26,2
47,0,Travel_Rarely,1225,Sales,2,Master,Life Sciences,0,Female,47,2,Senior Level,Manager,1,Divorced,15972,21086,6,No,14,0,High,3,29,2,1,3,2,1,2,4,16,0
49,0,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,1,Male,36,0,Senior Level,Manager,2,Single,15379,22384,4,No,14,0,Low,0,23,2,1,8,7,0,0,4,16,0
41,0,Travel_Rarely,1206,Sales,23,College,Life Sciences,2,Male,80,0,Mid Level,Sales Executive,2,Single,7082,11591,3,Yes,16,0,Very High,0,21,2,1,2,0,0,2,5,18,1
20,0,Travel_Rarely,727,Sales,9,Below College,Life Sciences,2,Male,54,0,Entry Level,Sales Representative,3,Single,2728,21082,1,No,11,0,Low,0,2,3,1,2,2,0,2,6,14,2
33,0,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1,Female,36,0,Junior Level,Sales Executive,0,Divorced,5368,16130,1,Yes,25,1,High,1,7,2,1,6,5,1,2,2,28,2
36,0,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,3,Male,80,0,Junior Level,Healthcare Representative,2,Married,5347,7419,6,No,14,0,Medium,2,10,2,2,3,2,0,2,7,16,1
44,0,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1,Female,44,0,Entry Level,Human Resources,0,Divorced,3195,4167,4,Yes,18,0,Low,3,8,2,1,2,2,2,2,2,20,1
23,1,Travel_Rarely,1320,Research & Development,8,Below College,Medical,2,Male,93,1,Entry Level,Laboratory Technician,2,Single,3989,20586,1,Yes,11,0,Low,0,5,2,1,5,4,1,2,6,13,2
38,0,Travel_Rarely,1495,Research & Development,4,College,Medical,2,Female,87,0,Entry Level,Laboratory Technician,2,Married,3306,26176,7,No,19,0,Very High,1,7,5,2,0,0,0,0,6,24,2
53,0,Travel_Rarely,1395,Research & Development,24,Master,Medical,0,Male,48,2,Mid Level,Healthcare Representative,0,Married,7005,3458,3,No,15,0,High,0,11,2,1,4,3,1,2,3,17,1
48,1,Travel_Frequently,708,Sales,7,College,Medical,2,Female,95,0,Entry Level,Sales Representative,2,Married,2655,11740,2,Yes,11,0,High,2,19,3,1,9,7,7,7,5,14,1
32,1,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,2,Male,95,0,Entry Level,Laboratory Technician,1,Single,1393,24852,1,No,12,0,Low,0,1,2,1,1,0,0,0,4,14,2
26,0,Non-Travel,786,Research & Development,7,Bachelor,Medical,2,Male,76,0,Entry Level,Laboratory Technician,0,Single,2570,11925,1,No,20,1,High,0,7,5,1,7,7,5,7,3,26,1
55,0,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,3,Male,94,1,Entry Level,Research Scientist,1,Divorced,3537,23737,5,No,12,0,Very High,1,8,1,1,4,2,1,2,6,13,2
34,0,Travel_Rarely,1157,Research & Development,5,College,Medical,0,Male,57,1,Junior Level,Laboratory Technician,0,Married,3986,11912,1,No,14,0,High,1,15,3,3,15,10,4,13,4,17,1
60,0,Travel_Rarely,370,Research & Development,1,Master,Medical,1,Male,92,3,Mid Level,Healthcare Representative,0,Divorced,10883,20467,3,No,20,1,High,1,19,2,3,1,0,0,0,7,23,2
33,0,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,0,Male,79,2,Entry Level,Laboratory Technician,1,Married,2028,13637,1,No,18,0,Very High,3,14,6,1,14,11,2,13,4,24,1
37,0,Travel_Frequently,1278,Sales,1,Master,Medical,1,Male,31,3,Junior Level,Sales Executive,0,Divorced,9525,7677,1,No,14,0,High,2,6,2,2,6,3,1,3,6,16,1
34,0,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,0,Female,35,1,Entry Level,Research Scientist,0,Married,2929,20338,1,No,12,0,Medium,0,10,3,1,10,9,8,7,2,15,2
23,1,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,Male,99,0,Entry Level,Sales Representative,0,Divorced,2275,25103,1,Yes,21,1,Medium,1,3,2,1,3,2,0,2,2,24,2
44,0,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1,Female,96,2,Mid Level,Healthcare Representative,0,Married,7879,14810,1,Yes,19,0,Medium,1,9,2,1,8,7,6,7,4,21,2
35,0,Travel_Frequently,146,Research & Development,2,Master,Medical,3,Male,79,1,Entry Level,Research Scientist,0,Single,4930,13970,0,Yes,14,0,High,0,6,2,3,5,4,1,4,7,16,1
43,0,Travel_Rarely,1179,Sales,2,Bachelor,Medical,2,Male,73,0,Junior Level,Sales Executive,0,Married,7847,6069,1,Yes,17,0,Low,1,10,3,1,10,9,8,8,3,20,1
24,0,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1,Male,62,2,Entry Level,Research Scientist,2,Married,4401,17616,1,No,16,0,Very High,1,5,1,1,5,3,0,4,6,17,2
41,0,Travel_Rarely,918,Sales,6,Bachelor,Marketing,2,Male,35,0,Mid Level,Sales Executive,2,Single,9241,15869,1,No,12,0,Medium,0,10,3,1,10,8,8,7,5,15,2
29,0,Travel_Rarely,1082,Research & Development,9,Master,Medical,2,Female,43,0,Entry Level,Laboratory Technician,2,Married,2974,25412,9,No,17,0,High,1,9,2,1,5,3,1,2,5,19,2
36,0,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,Female,51,0,Junior Level,Sales Representative,0,Single,4502,7439,3,No,15,0,High,0,17,2,2,13,7,6,7,3,17,1
45,0,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1,Male,74,1,Mid Level,Healthcare Representative,2,Married,10748,3395,3,No,23,1,Very High,1,25,3,2,23,15,14,4,6,27,1
24,1,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,2,Male,58,3,Entry Level,Human Resources,2,Married,1555,11585,1,No,11,0,High,1,1,2,1,1,0,0,0,8,13,1
47,1,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1,Male,82,3,Senior Level,Sales Executive,2,Married,12936,24164,7,No,11,0,High,0,25,3,0,23,5,14,10,6,14,2
26,0,Travel_Rarely,390,Research & Development,17,Master,Medical,2,Male,62,3,Entry Level,Laboratory Technician,2,Married,2305,6217,1,No,15,0,High,3,3,3,3,3,2,0,2,10,18,1
45,0,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,2,Female,48,1,Senior Level,Research Director,1,Single,16704,17119,1,No,11,0,High,0,21,2,1,21,6,8,6,5,13,0
32,0,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,3,Male,56,0,Entry Level,Research Scientist,2,Married,3433,17360,6,No,13,0,Low,1,10,3,2,5,2,1,3,7,16,2
31,0,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,0,Male,69,0,Entry Level,Laboratory Technician,2,Married,3477,18103,1,No,14,0,Very High,1,6,2,3,5,2,0,3,5,16,2
41,0,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1,Male,60,3,Junior Level,Human Resources,1,Married,6430,20794,6,No,19,0,Medium,1,10,4,1,3,2,1,2,6,23,2
40,0,Travel_Rarely,369,Research & Development,8,College,Life Sciences,0,Female,92,0,Junior Level,Manufacturing Director,3,Married,6516,5041,2,Yes,16,0,Medium,1,18,3,1,1,0,0,0,4,19,1
24,0,Travel_Rarely,506,Research & Development,29,Below College,Medical,0,Male,91,0,Entry Level,Laboratory Technician,3,Divorced,3907,3622,1,No,13,0,Medium,3,6,2,3,6,2,1,2,6,15,1
46,0,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1,Male,34,0,Junior Level,Healthcare Representative,1,Single,5562,9697,6,No,14,0,Very High,0,19,3,1,10,7,0,9,3,17,1
35,0,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,2,Male,49,0,Junior Level,Manufacturing Director,2,Married,6883,5151,2,No,16,0,Medium,1,17,3,1,7,7,0,7,5,19,1
30,0,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,0,Male,33,0,Entry Level,Research Scientist,0,Married,2862,3811,1,No,12,0,Medium,1,10,2,2,10,0,0,8,2,14,1
47,0,Non-Travel,543,Sales,2,Master,Marketing,1,Male,87,0,Junior Level,Sales Executive,1,Married,4978,3536,7,No,11,0,Very High,1,4,3,0,1,0,0,0,2,14,1
46,0,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1,Male,74,0,Mid Level,Sales Executive,0,Divorced,10368,5596,4,Yes,12,0,Medium,1,13,5,2,10,6,0,3,3,17,1
36,1,Travel_Rarely,1456,Sales,13,Doctor,Marketing,0,Male,96,1,Junior Level,Sales Executive,3,Divorced,6134,8658,5,Yes,13,0,Medium,3,16,3,1,2,2,2,2,5,16,1
32,1,Travel_Rarely,964,Sales,1,College,Life Sciences,3,Male,34,3,Junior Level,Sales Executive,1,Single,6735,12147,6,No,15,0,Medium,0,10,2,1,0,0,0,0,8,17,1
23,0,Travel_Rarely,160,Research & Development,4,Below College,Medical,1,Female,51,0,Entry Level,Laboratory Technician,1,Single,3295,12862,1,No,13,0,High,0,3,3,0,3,2,1,2,2,16,1
31,0,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,2,Female,30,0,Junior Level,Manufacturing Director,0,Single,5238,6670,2,No,20,1,Very High,0,9,3,2,5,4,1,4,4,24,1
39,0,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,2,Male,77,0,Junior Level,Laboratory Technician,0,Married,6472,8989,1,Yes,15,0,Very High,1,9,2,1,9,8,5,8,3,17,1
32,0,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,2,Male,80,3,Mid Level,Sales Executive,2,Married,9610,3840,3,No,13,0,High,1,10,2,0,4,3,0,2,7,15,1
40,0,Travel_Rarely,611,Sales,7,Master,Medical,0,Male,88,0,Executive Level,Manager,1,Single,19833,4349,1,No,14,0,Medium,0,21,3,2,21,8,12,8,3,17,0
45,0,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,Female,56,3,Mid Level,Human Resources,2,Married,9756,6595,4,No,21,1,High,2,9,2,3,5,0,0,3,9,24,1
30,0,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,2,Female,78,1,Entry Level,Research Scientist,3,Single,4968,26427,0,No,16,0,Very High,0,10,2,1,9,7,0,7,7,18,2
24,0,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,3,Male,59,0,Entry Level,Human Resources,0,Married,2145,2097,0,No,14,0,Very High,1,3,2,1,2,2,2,1,4,16,1
